idFactura;idReserva;idServicio;idProducto;cantidad
21704;18601;49;70;14
21705;235499;49;70;8
21706;17642;49;70;78
21707;163407;43;69;60
21708;110632;55;71;20
21709;203228;37;66;2
21710;46088;43;69;36
21711;186941;55;71;73
21712;246572;46;68;20
21713;110174;49;70;32
21714;35756;40;67;70
21715;213809;46;68;100
21716;16151;46;68;89
21717;91633;55;71;90
21718;70105;55;71;4
21719;110512;43;69;72
21720;93813;46;68;58
21721;71435;43;69;10
21722;123234;55;71;50
21723;168035;37;66;98
21724;11731;46;68;15
21725;214833;40;67;32
21726;146880;40;67;92
21727;246306;46;68;87
21728;16414;49;70;26
21729;132721;46;68;72
21730;36538;49;70;1
21731;38724;37;66;15
21732;241750;37;66;87
21733;199959;37;66;78
21734;110869;49;70;36
21735;114631;55;71;6
21736;202907;46;68;1
21737;235150;43;69;90
21738;221845;46;68;55
21739;161684;43;69;69
21740;77342;49;70;93
21741;27768;40;67;15
21742;21827;37;66;53
21743;10354;40;67;72
21744;61604;49;70;21
21745;157653;43;69;30
21746;46234;55;71;42
21747;239721;43;69;2
21748;40759;40;67;45
21749;178720;43;69;75
21750;42150;40;67;51
21751;246624;43;69;38
21752;63688;55;71;67
21753;243020;49;70;89
21754;44587;40;67;91
21755;235347;49;70;47
21756;161558;37;66;34
21757;20094;46;68;54
21758;246377;40;67;73
21759;62309;40;67;25
21760;68231;43;69;84
21761;70385;43;69;59
21762;183154;55;71;10
21763;38229;37;66;57
21764;40896;37;66;24
21765;79395;46;68;65
21766;79537;49;70;17
21767;9349;40;67;29
21768;249536;49;70;65
21769;248139;37;66;34
21770;119989;37;66;28
21771;64966;46;68;56
21772;5285;46;68;52
21773;97729;49;70;29
21774;47189;49;70;28
21775;45129;43;69;33
21776;192578;37;66;45
21777;92418;46;68;88
21778;118894;49;70;32
21779;231758;46;68;4
21780;240272;37;66;99
21781;2146;40;67;22
21782;584;49;70;64
21783;241671;49;70;62
21784;127482;40;67;70
21785;26968;43;69;99
21786;22351;43;69;21
21787;246632;37;66;61
21788;205057;46;68;8
21789;83113;55;71;90
21790;45099;40;67;48
21791;82107;55;71;86
21792;51854;40;67;44
21793;197136;46;68;90
21794;220036;40;67;24
21795;148728;43;69;98
21796;28385;40;67;41
21797;208189;55;71;87
21798;73907;49;70;100
21799;184781;37;66;59
21800;87734;37;66;99
21801;23979;49;70;82
21802;136438;55;71;14
21803;107194;49;70;59
21804;186934;49;70;81
21805;45815;55;71;91
21806;130073;49;70;75
21807;36237;46;68;39
21808;70921;40;67;12
21809;6260;37;66;62
21810;84195;49;70;56
21811;75894;46;68;77
21812;21627;43;69;81
21813;21653;46;68;56
21814;135332;55;71;81
21815;142971;43;69;94
21816;8627;43;69;90
21817;9351;46;68;60
21818;226342;40;67;44
21819;204133;43;69;70
21820;105321;43;69;27
21821;158674;46;68;83
21822;52151;49;70;49
21823;74105;37;66;79
21824;249447;46;68;81
21825;237291;43;69;22
21826;3377;43;69;56
21827;234668;55;71;80
21828;9276;49;70;69
21829;105367;37;66;32
21830;196420;43;69;55
21831;225146;49;70;25
21832;189547;55;71;8
21833;133293;49;70;77
21834;37178;37;66;7
21835;19111;49;70;87
21836;47918;49;70;56
21837;49508;37;66;26
21838;19976;55;71;85
21839;122523;40;67;89
21840;199953;46;68;63
21841;145550;46;68;90
21842;107841;43;69;28
21843;58936;55;71;28
21844;215246;40;67;60
21845;241342;40;67;47
21846;147911;40;67;82
21847;130506;49;70;50
21848;178161;46;68;31
21849;77530;49;70;32
21850;51233;43;69;28
21851;192217;40;67;77
21852;236322;49;70;26
21853;84923;43;69;58
21854;71483;43;69;30
21855;37109;43;69;61
21856;64607;37;66;99
21857;198708;46;68;47
21858;129545;46;68;58
21859;158986;40;67;55
21860;148825;46;68;14
21861;113716;55;71;3
21862;149108;55;71;3
21863;142550;46;68;79
21864;134045;43;69;56
21865;25675;49;70;20
21866;240291;49;70;34
21867;117628;43;69;86
21868;133028;40;67;79
21869;68425;46;68;86
21870;149248;37;66;20
21871;247572;37;66;84
21872;88284;40;67;35
21873;196153;40;67;47
21874;230203;46;68;70
21875;205558;46;68;84
21876;9875;43;69;35
21877;107072;49;70;74
21878;58169;55;71;99
21879;138972;40;67;85
21880;155400;55;71;30
21881;237235;37;66;36
21882;81236;43;69;46
21883;187267;40;67;13
21884;43652;46;68;40
21885;227250;40;67;100
21886;181222;55;71;3
21887;212170;49;70;92
21888;129930;37;66;96
21889;15384;46;68;35
21890;56664;55;71;27
21891;113905;46;68;49
21892;84687;43;69;19
21893;126201;49;70;92
21894;243544;46;68;96
21895;21606;46;68;3
21896;205846;40;67;19
21897;171630;49;70;8
21898;79652;43;69;77
21899;162708;55;71;60
21900;215622;37;66;80
21901;76280;49;70;54
21902;123944;40;67;49
21903;166301;49;70;21
21904;162215;43;69;59
21905;237274;37;66;37
21906;103323;40;67;6
21907;222206;43;69;51
21908;178749;43;69;31
21909;144472;43;69;100
21910;33418;49;70;4
21911;143323;37;66;13
21912;117239;46;68;70
21913;221926;49;70;3
21914;123387;43;69;35
21915;117599;46;68;16
21916;73735;40;67;56
21917;77402;49;70;60
21918;216454;49;70;8
21919;44773;43;69;13
21920;228903;55;71;34
21921;238544;55;71;2
21922;204160;55;71;28
21923;247284;46;68;85
21924;224970;46;68;22
21925;229791;49;70;93
21926;147802;37;66;8
21927;77091;43;69;7
21928;2933;40;67;15
21929;80116;43;69;71
21930;43457;43;69;40
21931;138746;43;69;30
21932;20029;46;68;98
21933;128160;37;66;19
21934;71336;55;71;15
21935;175206;40;67;10
21936;49123;49;70;54
21937;120832;40;67;7
21938;207607;40;67;36
21939;184498;43;69;41
21940;223128;46;68;29
21941;136521;55;71;59
21942;102077;40;67;89
21943;17653;46;68;89
21944;2491;46;68;89
21945;135433;43;69;56
21946;100443;46;68;20
21947;14538;40;67;91
21948;242363;55;71;100
21949;2829;46;68;44
21950;114849;46;68;92
21951;24421;37;66;40
21952;41613;46;68;7
21953;49228;49;70;6
21954;227120;49;70;20
21955;1691;49;70;64
21956;152402;55;71;93
21957;187049;55;71;91
21958;83769;46;68;47
21959;174896;49;70;28
21960;116732;43;69;39
21961;142755;49;70;27
21962;214322;49;70;89
21963;195677;43;69;51
21964;56990;43;69;76
21965;42682;43;69;22
21966;37064;46;68;33
21967;176374;40;67;58
21968;32568;37;66;98
21969;229480;46;68;38
21970;230974;40;67;81
21971;167974;43;69;35
21972;182074;43;69;25
21973;52114;46;68;64
21974;167453;55;71;11
21975;83090;43;69;60
21976;141759;37;66;7
21977;141395;46;68;76
21978;223414;40;67;92
21979;167409;37;66;79
21980;183219;43;69;16
21981;51462;43;69;95
21982;59537;43;69;13
21983;82339;37;66;7
21984;228466;49;70;34
21985;186610;49;70;12
21986;28335;49;70;49
21987;50191;37;66;81
21988;125198;55;71;64
21989;45541;55;71;65
21990;89541;40;67;4
21991;184724;46;68;8
21992;95964;37;66;54
21993;131061;37;66;7
21994;33025;49;70;83
21995;137382;43;69;9
21996;74374;49;70;45
21997;169919;37;66;80
21998;93979;43;69;69
21999;131353;46;68;81
22000;104202;40;67;23
22001;68827;55;71;41
22002;42086;43;69;79
22003;182166;37;66;95
22004;247573;55;71;69
22005;162350;37;66;13
22006;10608;46;68;64
22007;112216;49;70;78
22008;56636;49;70;40
22009;26697;46;68;45
22010;228260;55;71;12
22011;30849;46;68;80
22012;100950;49;70;36
22013;119462;49;70;91
22014;162032;55;71;11
22015;99889;46;68;26
22016;36906;37;66;50
22017;124663;40;67;34
22018;231301;37;66;54
22019;236910;37;66;22
22020;96816;55;71;62
22021;91689;55;71;91
22022;132473;43;69;88
22023;248226;43;69;29
22024;25735;49;70;45
22025;207454;55;71;65
22026;241895;43;69;20
22027;50583;46;68;16
22028;22061;37;66;50
22029;112284;46;68;46
22030;8868;55;71;93
22031;64247;40;67;22
22032;48220;55;71;15
22033;38310;40;67;90
22034;49923;46;68;45
22035;141609;46;68;73
22036;85475;46;68;85
22037;11639;43;69;75
22038;242052;46;68;58
22039;1435;40;67;36
22040;102608;49;70;18
22041;5592;40;67;98
22042;79597;37;66;79
22043;181963;49;70;49
22044;240330;37;66;23
22045;141035;43;69;54
22046;158764;40;67;63
22047;21173;43;69;10
22048;208810;49;70;13
22049;134237;49;70;36
22050;153037;43;69;28
22051;216334;43;69;13
22052;2332;55;71;40
22053;83567;43;69;47
22054;51269;40;67;46
22055;28956;46;68;60
22056;207550;55;71;58
22057;29951;46;68;86
22058;106541;46;68;67
22059;233953;55;71;46
22060;145314;55;71;54
22061;54410;43;69;68
22062;173990;37;66;52
22063;75014;46;68;64
22064;186267;37;66;49
22065;55580;55;71;4
22066;107629;46;68;11
22067;244438;43;69;89
22068;135244;40;67;58
22069;197990;43;69;59
22070;213059;37;66;42
22071;177799;49;70;3
22072;140157;37;66;89
22073;115798;55;71;92
22074;192503;40;67;74
22075;59345;37;66;95
22076;79291;49;70;81
22077;150233;49;70;26
22078;200998;43;69;63
22079;143867;37;66;8
22080;139276;49;70;86
22081;127764;49;70;57
22082;203531;43;69;45
22083;176321;46;68;1
22084;79456;55;71;91
22085;1953;55;71;22
22086;32930;55;71;36
22087;154749;40;67;65
22088;138174;40;67;78
22089;233982;46;68;3
22090;103558;40;67;20
22091;81339;46;68;83
22092;165055;43;69;53
22093;80769;37;66;5
22094;46859;49;70;4
22095;206233;55;71;26
22096;57368;55;71;68
22097;248413;46;68;100
22098;228233;43;69;46
22099;216072;46;68;31
22100;214634;40;67;88
22101;204664;43;69;17
22102;136977;46;68;17
22103;184753;49;70;55
22104;7850;40;67;52
22105;15206;49;70;10
22106;102074;37;66;21
22107;39173;43;69;96
22108;144638;55;71;67
22109;43942;46;68;59
22110;158966;43;69;25
22111;92314;49;70;59
22112;11232;55;71;99
22113;238316;55;71;48
22114;125178;40;67;39
22115;222073;49;70;80
22116;79398;37;66;61
22117;731;46;68;64
22118;150207;49;70;78
22119;167077;37;66;56
22120;16274;43;69;92
22121;167818;37;66;54
22122;119987;40;67;41
22123;87260;40;67;96
22124;175860;55;71;11
22125;31105;55;71;50
22126;210393;37;66;19
22127;22937;49;70;69
22128;54176;46;68;86
22129;135777;43;69;36
22130;58163;37;66;67
22131;16093;43;69;98
22132;32718;37;66;22
22133;4276;40;67;81
22134;131624;40;67;10
22135;49483;43;69;2
22136;109913;55;71;99
22137;187480;46;68;58
22138;171602;55;71;96
22139;137661;43;69;32
22140;191481;49;70;7
22141;137541;37;66;19
22142;44353;43;69;48
22143;122970;55;71;63
22144;186279;55;71;10
22145;116748;55;71;19
22146;38116;49;70;46
22147;140374;46;68;29
22148;169145;49;70;53
22149;72896;37;66;44
22150;64534;46;68;36
22151;171718;37;66;81
22152;23738;55;71;61
22153;63733;43;69;36
22154;20894;55;71;17
22155;167860;40;67;19
22156;47794;55;71;78
22157;4744;46;68;73
22158;32846;37;66;15
22159;230942;49;70;17
22160;77798;46;68;91
22161;223855;40;67;34
22162;122731;40;67;8
22163;170335;43;69;13
22164;128758;46;68;28
22165;114549;43;69;1
22166;235977;37;66;92
22167;74135;40;67;70
22168;104007;37;66;79
22169;100661;49;70;98
22170;246045;55;71;10
22171;203335;40;67;58
22172;45882;46;68;53
22173;115285;43;69;28
22174;94870;37;66;47
22175;158650;46;68;78
22176;90085;43;69;6
22177;195280;37;66;50
22178;229191;46;68;98
22179;91100;43;69;73
22180;150435;55;71;98
22181;215537;46;68;61
22182;204527;40;67;60
22183;100832;40;67;33
22184;209423;40;67;26
22185;158373;55;71;79
22186;207421;46;68;86
22187;15149;40;67;45
22188;188514;40;67;16
22189;127824;49;70;42
22190;146773;43;69;24
22191;26559;55;71;5
22192;38718;37;66;3
22193;5430;40;67;54
22194;97238;40;67;38
22195;120774;40;67;76
22196;236070;46;68;74
22197;40153;55;71;2
22198;131726;43;69;13
22199;127425;43;69;93
22200;225738;40;67;47
22201;115951;37;66;8
22202;217103;40;67;12
22203;173967;49;70;87
22204;90235;40;67;64
22205;66248;46;68;55
22206;157372;43;69;85
22207;94864;55;71;27
22208;199722;43;69;20
22209;227303;40;67;58
22210;9773;40;67;20
22211;180123;37;66;41
22212;221869;49;70;78
22213;196152;40;67;2
22214;197584;46;68;42
22215;211052;55;71;76
22216;132581;46;68;51
22217;62408;37;66;61
22218;183747;37;66;9
22219;148719;40;67;69
22220;172270;43;69;55
22221;122369;46;68;91
22222;123984;37;66;6
22223;33615;46;68;29
22224;211527;46;68;98
22225;20394;37;66;38
22226;144946;49;70;91
22227;116779;46;68;94
22228;67123;37;66;81
22229;166120;55;71;23
22230;245844;46;68;60
22231;243665;37;66;35
22232;120309;49;70;29
22233;80113;49;70;80
22234;109097;49;70;13
22235;249010;37;66;85
22236;187383;46;68;90
22237;227989;40;67;46
22238;207598;43;69;46
22239;247315;40;67;87
22240;236513;55;71;34
22241;234285;37;66;95
22242;231544;37;66;83
22243;105301;55;71;79
22244;213498;40;67;20
22245;78826;46;68;43
22246;119508;55;71;73
22247;64158;46;68;11
22248;176647;37;66;93
22249;31249;46;68;34
22250;45201;43;69;66
22251;156272;46;68;73
22252;129145;49;70;62
22253;7219;55;71;15
22254;193273;37;66;92
22255;228629;37;66;81
22256;210379;49;70;50
22257;218842;55;71;59
22258;238090;37;66;88
22259;186217;40;67;38
22260;128667;43;69;66
22261;207967;55;71;13
22262;90084;55;71;53
22263;64864;55;71;81
22264;184329;43;69;33
22265;160525;37;66;24
22266;216759;37;66;51
22267;107387;43;69;94
22268;96594;43;69;91
22269;113399;40;67;14
22270;209311;49;70;27
22271;98593;46;68;81
22272;129558;40;67;78
22273;173444;55;71;1
22274;143506;43;69;86
22275;213442;55;71;55
22276;27778;43;69;22
22277;131909;46;68;96
22278;21744;46;68;71
22279;197226;49;70;47
22280;41970;40;67;67
22281;205022;49;70;57
22282;203767;49;70;87
22283;32148;55;71;91
22284;104204;46;68;6
22285;237645;49;70;99
22286;134287;37;66;20
22287;133456;55;71;82
22288;103380;43;69;10
22289;130227;49;70;79
22290;85247;43;69;41
22291;48841;43;69;86
22292;174684;43;69;79
22293;97501;40;67;85
22294;10565;37;66;87
22295;77094;43;69;41
22296;63443;55;71;42
22297;131851;43;69;89
22298;158543;55;71;70
22299;36790;46;68;57
22300;122894;46;68;43
22301;124330;37;66;19
22302;128964;46;68;51
22303;246336;49;70;92
22304;231073;43;69;18
22305;128466;40;67;29
22306;220394;49;70;47
22307;70029;43;69;42
22308;213118;43;69;43
22309;80151;37;66;50
22310;212446;37;66;11
22311;74158;37;66;41
22312;44796;49;70;18
22313;135645;43;69;36
22314;223535;55;71;90
22315;141328;37;66;32
22316;163107;40;67;51
22317;54656;37;66;58
22318;3006;46;68;47
22319;50621;37;66;94
22320;75430;49;70;5
22321;77683;37;66;19
22322;77400;40;67;17
22323;24388;37;66;45
22324;68561;37;66;62
22325;179725;49;70;75
22326;243930;37;66;49
22327;240049;49;70;57
22328;42363;46;68;5
22329;164119;37;66;98
22330;67434;37;66;43
22331;238397;55;71;44
22332;204716;49;70;72
22333;12115;40;67;83
22334;62326;43;69;48
22335;225813;37;66;25
22336;210758;43;69;94
22337;27979;49;70;49
22338;248495;43;69;41
22339;144397;55;71;43
22340;206359;43;69;38
22341;125844;43;69;34
22342;224660;40;67;81
22343;170121;37;66;11
22344;109300;37;66;23
22345;170647;49;70;39
22346;8122;43;69;58
22347;87822;49;70;25
22348;119818;55;71;34
22349;71343;46;68;36
22350;244105;43;69;88
22351;125862;37;66;15
22352;172167;37;66;81
22353;24022;40;67;17
22354;23526;37;66;55
22355;230827;40;67;24
22356;243106;43;69;62
22357;196311;46;68;36
22358;194694;55;71;72
22359;233610;46;68;52
22360;194789;40;67;74
22361;73188;40;67;67
22362;7582;49;70;65
22363;129999;40;67;28
22364;37992;40;67;85
22365;207233;43;69;19
22366;67998;55;71;52
22367;151748;55;71;34
22368;64652;40;67;62
22369;15576;37;66;21
22370;140496;49;70;88
22371;175780;43;69;17
22372;27698;46;68;36
22373;226864;40;67;36
22374;149448;40;67;14
22375;172198;46;68;2
22376;25310;40;67;15
22377;186218;55;71;62
22378;242162;37;66;92
22379;198889;46;68;16
22380;37183;46;68;9
22381;240359;40;67;39
22382;202897;43;69;33
22383;6834;49;70;5
22384;200724;46;68;33
22385;48488;46;68;62
22386;201937;55;71;24
22387;125317;37;66;68
22388;805;40;67;76
22389;100983;49;70;31
22390;212135;40;67;53
22391;233206;49;70;54
22392;202033;43;69;19
22393;68117;49;70;88
22394;36078;40;67;10
22395;52182;55;71;35
22396;113597;46;68;13
22397;12398;46;68;24
22398;191009;37;66;84
22399;114828;55;71;100
22400;127640;43;69;33
22401;74248;37;66;16
22402;105835;46;68;100
22403;71907;55;71;2
22404;180250;46;68;89
22405;65398;40;67;73
22406;140408;43;69;75
22407;197259;40;67;48
22408;116056;37;66;75
22409;34054;46;68;64
22410;129750;37;66;80
22411;239154;55;71;3
22412;129251;55;71;85
22413;11643;46;68;65
22414;129176;49;70;60
22415;69179;43;69;57
22416;189433;55;71;27
22417;103977;40;67;64
22418;55193;37;66;41
22419;80626;49;70;63
22420;175178;43;69;97
22421;228651;49;70;44
22422;237350;46;68;80
22423;90620;37;66;60
22424;131270;40;67;66
22425;114621;43;69;42
22426;186807;37;66;77
22427;20678;46;68;4
22428;166559;55;71;99
22429;40378;49;70;4
22430;173320;49;70;81
22431;75358;46;68;3
22432;86618;55;71;94
22433;97522;55;71;80
22434;111846;46;68;39
22435;102382;55;71;6
22436;19793;40;67;28
22437;79765;55;71;76
22438;73037;40;67;97
22439;192858;40;67;57
22440;164645;43;69;47
22441;13535;40;67;94
22442;8211;49;70;94
22443;94022;43;69;95
22444;76325;46;68;97
22445;22945;55;71;12
22446;236005;37;66;51
22447;217544;46;68;63
22448;65351;40;67;54
22449;215963;55;71;45
22450;153766;40;67;84
22451;90331;43;69;22
22452;152455;46;68;8
22453;162471;43;69;69
22454;236765;55;71;60
22455;88799;55;71;1
22456;149489;46;68;63
22457;96350;55;71;70
22458;158367;43;69;65
22459;237186;40;67;52
22460;202937;40;67;2
22461;91554;46;68;13
22462;199519;37;66;34
22463;83465;49;70;95
22464;162611;49;70;79
22465;147599;46;68;31
22466;135273;37;66;46
22467;8745;46;68;54
22468;215508;40;67;64
22469;136024;55;71;10
22470;87113;49;70;60
22471;222344;43;69;89
22472;76027;37;66;79
22473;49691;40;67;69
22474;67118;37;66;80
22475;231441;43;69;79
22476;41439;43;69;93
22477;47371;43;69;92
22478;125723;55;71;4
22479;219615;40;67;69
22480;118692;40;67;27
22481;95348;55;71;12
22482;35445;55;71;45
22483;30650;46;68;2
22484;175873;55;71;22
22485;191662;46;68;90
22486;44980;43;69;97
22487;63423;55;71;84
22488;127525;55;71;41
22489;6349;43;69;100
22490;232842;40;67;25
22491;167339;55;71;16
22492;104677;43;69;53
22493;242492;40;67;5
22494;156641;46;68;98
22495;133550;37;66;28
22496;127493;55;71;79
22497;104333;40;67;17
22498;241475;40;67;59
22499;26503;46;68;93
22500;130524;55;71;91
22501;211775;43;69;68
22502;233210;55;71;68
22503;72688;49;70;84
22504;154440;40;67;73
22505;24871;43;69;80
22506;96811;37;66;69
22507;9552;37;66;69
22508;195374;40;67;31
22509;211560;37;66;6
22510;117375;40;67;84
22511;28546;37;66;56
22512;228908;37;66;57
22513;14462;46;68;18
22514;138231;37;66;83
22515;157006;49;70;5
22516;205461;43;69;96
22517;18505;37;66;94
22518;216565;40;67;9
22519;27223;40;67;64
22520;99514;55;71;27
22521;155801;46;68;26
22522;135960;46;68;77
22523;18012;40;67;50
22524;239745;49;70;72
22525;168239;40;67;64
22526;182017;37;66;4
22527;223661;37;66;79
22528;106743;55;71;40
22529;105814;46;68;35
22530;156941;46;68;82
22531;218556;55;71;17
22532;15870;40;67;82
22533;61144;40;67;72
22534;190704;46;68;79
22535;77076;37;66;14
22536;123739;43;69;89
22537;89474;43;69;65
22538;12479;37;66;86
22539;213889;43;69;10
22540;38378;55;71;1
22541;212788;40;67;65
22542;106701;55;71;49
22543;141728;55;71;97
22544;202933;40;67;62
22545;22606;46;68;88
22546;69652;55;71;28
22547;238551;46;68;86
22548;182420;40;67;37
22549;227856;46;68;86
22550;49981;49;70;77
22551;62809;43;69;99
22552;132392;43;69;86
22553;191066;37;66;14
22554;163161;55;71;63
22555;40299;46;68;28
22556;203239;46;68;7
22557;119673;49;70;35
22558;179912;49;70;43
22559;141408;46;68;6
22560;162859;46;68;93
22561;57832;40;67;19
22562;22733;46;68;22
22563;65759;37;66;55
22564;197936;46;68;62
22565;88663;43;69;13
22566;183685;43;69;27
22567;52613;40;67;65
22568;153897;55;71;6
22569;22421;40;67;98
22570;125699;37;66;64
22571;215064;37;66;56
22572;91107;40;67;33
22573;136393;43;69;45
22574;168702;43;69;84
22575;234351;37;66;43
22576;54347;43;69;43
22577;41340;37;66;23
22578;166707;55;71;7
22579;8428;37;66;49
22580;78912;55;71;12
22581;37965;46;68;51
22582;197599;40;67;97
22583;91005;46;68;8
22584;134794;43;69;43
22585;198020;43;69;33
22586;31153;40;67;56
22587;223676;37;66;43
22588;135323;43;69;45
22589;15072;37;66;41
22590;91007;55;71;58
22591;38211;46;68;91
22592;202038;43;69;30
22593;70449;40;67;2
22594;77684;37;66;70
22595;45480;40;67;20
22596;220070;43;69;79
22597;200647;46;68;30
22598;230913;49;70;11
22599;155799;43;69;87
22600;85705;55;71;66
22601;75362;40;67;5
22602;85989;43;69;1
22603;107372;40;67;16
22604;237159;46;68;37
22605;182381;43;69;29
22606;220052;40;67;45
22607;164132;55;71;95
22608;174570;55;71;88
22609;132693;40;67;95
22610;2672;55;71;30
22611;187862;49;70;53
22612;145078;43;69;20
22613;213206;37;66;81
22614;92449;37;66;84
22615;201471;40;67;98
22616;235398;37;66;51
22617;161159;43;69;83
22618;238396;49;70;6
22619;83192;49;70;89
22620;47054;49;70;43
22621;99901;46;68;70
22622;48008;55;71;86
22623;174455;37;66;24
22624;45755;40;67;20
22625;180988;46;68;15
22626;165432;37;66;62
22627;198477;49;70;43
22628;197314;37;66;46
22629;113887;37;66;69
22630;88490;43;69;100
22631;136281;49;70;48
22632;179453;46;68;76
22633;225428;37;66;20
22634;245103;55;71;88
22635;32233;43;69;22
22636;74004;40;67;40
22637;146622;40;67;91
22638;178424;40;67;44
22639;209557;49;70;57
22640;139231;40;67;30
22641;65710;49;70;25
22642;113608;40;67;24
22643;12866;37;66;70
22644;115150;46;68;98
22645;93608;37;66;38
22646;179352;49;70;54
22647;185733;49;70;77
22648;243335;49;70;23
22649;115148;46;68;9
22650;25146;43;69;74
22651;212530;49;70;34
22652;46997;40;67;60
22653;47383;49;70;15
22654;169218;37;66;66
22655;85693;43;69;7
22656;151179;40;67;8
22657;74916;46;68;15
22658;45389;46;68;74
22659;183265;40;67;15
22660;126335;55;71;10
22661;161953;55;71;72
22662;109015;55;71;81
22663;155228;46;68;71
22664;81434;46;68;2
22665;67488;37;66;71
22666;149549;40;67;42
22667;171615;55;71;84
22668;178519;55;71;35
22669;98567;55;71;18
22670;4176;40;67;63
22671;23720;37;66;63
22672;241423;40;67;6
22673;166260;43;69;57
22674;59344;37;66;5
22675;185497;46;68;64
22676;24673;46;68;34
22677;63940;55;71;23
22678;53342;55;71;25
22679;181158;37;66;49
22680;102872;46;68;5
22681;66995;55;71;68
22682;113289;37;66;3
22683;39105;46;68;96
22684;27234;49;70;5
22685;180719;37;66;58
22686;206712;40;67;68
22687;243412;55;71;75
22688;25982;40;67;44
22689;159296;40;67;6
22690;179470;43;69;74
22691;59130;37;66;24
22692;232861;46;68;56
22693;17098;40;67;20
22694;36395;37;66;27
22695;191697;49;70;39
22696;11618;40;67;82
22697;164552;40;67;9
22698;223140;49;70;83
22699;46281;40;67;23
22700;204217;40;67;51
22701;70650;43;69;43
22702;238600;55;71;83
22703;69560;46;68;79
22704;115263;43;69;45
22705;86735;40;67;16
22706;172286;49;70;41
22707;90664;37;66;76
22708;217157;49;70;15
22709;80614;46;68;18
22710;248870;55;71;77
22711;22578;43;69;28
22712;2697;40;67;65
22713;126894;40;67;81
22714;71989;37;66;46
22715;115526;46;68;8
22716;81444;37;66;49
22717;223171;37;66;71
22718;134058;49;70;58
22719;85396;40;67;91
22720;112331;43;69;22
22721;40163;43;69;26
22722;219176;55;71;11
22723;219513;49;70;30
22724;85217;40;67;55
22725;241148;49;70;65
22726;132168;37;66;74
22727;83163;49;70;23
22728;192212;55;71;82
22729;61954;43;69;5
22730;90839;37;66;28
22731;149555;46;68;76
22732;73687;46;68;10
22733;105688;37;66;36
22734;191359;43;69;86
22735;246208;49;70;53
22736;52274;43;69;72
22737;204635;49;70;8
22738;111643;49;70;51
22739;153433;43;69;19
22740;35173;55;71;31
22741;177787;40;67;57
22742;244899;46;68;8
22743;87849;46;68;90
22744;154733;55;71;88
22745;23687;43;69;24
22746;66249;49;70;68
22747;30098;55;71;18
22748;39958;43;69;2
22749;24842;40;67;91
22750;87996;40;67;63
22751;203806;37;66;22
22752;217485;43;69;71
22753;32549;55;71;63
22754;36201;55;71;94
22755;194269;37;66;5
22756;229047;49;70;43
22757;145024;40;67;12
22758;113550;46;68;18
22759;45649;37;66;3
22760;18470;46;68;39
22761;77744;40;67;80
22762;245861;40;67;95
22763;63164;37;66;9
22764;165607;40;67;75
22765;141482;40;67;28
22766;14109;40;67;75
22767;176100;46;68;5
22768;210080;49;70;73
22769;166190;46;68;6
22770;236228;55;71;24
22771;173331;55;71;53
22772;110862;55;71;72
22773;48250;46;68;41
22774;183209;55;71;31
22775;211263;40;67;74
22776;40294;49;70;90
22777;93408;49;70;52
22778;114190;55;71;42
22779;123649;40;67;15
22780;16289;40;67;53
22781;209679;40;67;17
22782;133561;46;68;79
22783;116403;43;69;90
22784;124308;55;71;26
22785;103809;37;66;26
22786;20861;55;71;83
22787;23017;46;68;69
22788;30540;37;66;44
22789;235098;46;68;42
22790;86729;46;68;42
22791;60408;37;66;27
22792;185929;46;68;68
22793;200186;49;70;89
22794;53814;55;71;26
22795;69803;37;66;4
22796;214690;49;70;27
22797;216668;49;70;88
22798;194069;37;66;15
22799;92933;40;67;29
22800;192018;46;68;9
22801;125343;49;70;1
22802;171684;55;71;27
22803;22574;55;71;85
22804;236691;40;67;84
22805;228240;46;68;24
22806;249566;40;67;38
22807;165617;37;66;65
22808;66246;43;69;11
22809;78731;37;66;91
22810;205617;46;68;98
22811;114582;40;67;29
22812;74825;43;69;12
22813;106757;49;70;35
22814;236456;49;70;17
22815;221161;43;69;41
22816;156774;46;68;2
22817;191236;46;68;17
22818;105806;37;66;92
22819;195892;43;69;87
22820;163671;43;69;66
22821;120346;43;69;32
22822;86161;43;69;4
22823;173455;43;69;9
22824;169853;49;70;13
22825;61503;40;67;53
22826;195752;37;66;23
22827;208663;43;69;73
22828;136170;40;67;93
22829;225102;46;68;91
22830;134972;49;70;31
22831;121486;40;67;63
22832;103169;40;67;45
22833;152964;37;66;99
22834;6804;40;67;74
22835;26309;40;67;92
22836;22330;49;70;31
22837;188216;46;68;11
22838;141669;37;66;97
22839;44719;49;70;52
22840;145835;43;69;53
22841;154614;40;67;76
22842;152262;55;71;64
22843;121430;46;68;64
22844;16676;55;71;1
22845;119818;40;67;68
22846;76516;46;68;93
22847;57968;37;66;1
22848;180243;43;69;1
22849;145394;43;69;36
22850;209506;46;68;96
22851;214881;46;68;53
22852;123445;40;67;34
22853;179708;55;71;82
22854;249633;37;66;39
22855;11896;46;68;24
22856;223060;46;68;49
22857;214134;43;69;24
22858;54951;37;66;36
22859;35165;55;71;66
22860;102546;55;71;8
22861;115057;37;66;93
22862;41923;46;68;55
22863;102583;40;67;23
22864;208894;43;69;10
22865;230658;55;71;86
22866;227892;46;68;54
22867;194474;43;69;39
